Employee_ID,Age_Group,Monthly_Income_Band,Tenure_Group,Distance_Band,Manager_Tenure_Group,Satisfaction_Index,Engagement_Score,Salary_vs_Role_Avg,High_Flight_Risk,Stagnation_Flag,Attrition_Binary,Education_Label,Environment_Satisfaction_Label,Job_Satisfaction_Label,Relationship_Satisfaction_Label,Work_Life_Balance_Label,Performance_Rating_Label,Stock_Option_Label
306,36-45,High,Established,Moderate,Established,3.00,3.00,0.76,0,0,0,Bachelor,Medium,"Very High",High,Better,"Meets Expectations",High
1317,46-55,"Very High","Early Tenure",Far,New,2.50,2.60,1.05,0,0,0,Bachelor,"Very High",Low,Medium,Better,"Meets Expectations",None
337,26-35,High,"New Hire","Very Close",New,2.25,2.40,0.85,0,0,0,Master,Medium,High,Low,Better,"Meets Expectations",Low
352,36-45,"Very High",Veteran,"Very Close",Established,2.75,2.80,1.21,0,0,0,College,Low,High,"Very High",Better,"Meets Expectations",Low
380,36-45,High,"Early Tenure","Very Close",New,2.25,2.40,0.85,0,0,0,Master,Low,"Very High",Low,Better,"Meets Expectations",Medium
385,46-55,"Very High",Established,"Very Close",Established,1.50,1.80,1.19,0,0,0,"Below College",Low,Medium,Low,Good,"Meets Expectations",Medium
386,46-55,"Very High","Early Tenure","Very Close",Developing,3.00,3.00,1.10,0,0,0,Master,High,High,"Very High",Good,"Meets Expectations",High
396,46-55,"Very High","Early Tenure",Close,New,2.75,2.80,1.16,0,0,0,Master,High,Low,"Very High",Better,"Meets Expectations",None
421,36-45,High,Established,Far,New,2.25,2.20,0.75,0,0,0,College,Low,Medium,High,Better,"Meets Expectations",Low
815,46-55,"Very High","Early Tenure","Very Close",Developing,3.25,3.20,1.10,0,0,0,Bachelor,High,High,"Very High",Better,"Meets Expectations",None
447,46-55,"Very High","Early Tenure","Very Close",New,3.00,3.00,1.14,0,0,0,Doctor,"Very High",High,Medium,Better,"Meets Expectations",Low
817,26-35,High,"Long Tenure",Close,Established,3.50,3.40,0.73,0,0,0,Bachelor,High,High,"Very High",Best,"Meets Expectations",None
461,36-45,High,"Long Tenure",Moderate,Established,3.00,2.80,0.72,0,0,0,College,High,"Very High",Medium,Better,"Meets Expectations",Low
1069,46-55,"Very High","New Hire","Very Close",New,3.75,3.60,1.22,0,0,0,Master,"Very High","Very High","Very High",Better,"Meets Expectations",Medium
468,36-45,"Very High","New Hire",Far,New,2.50,2.60,1.00,0,0,0,Doctor,Low,"Very High",Medium,Better,"Meets Expectations",None
1217,46-55,"Very High","Early Tenure",Moderate,Developing,2.50,2.60,1.19,0,0,0,College,"Very High",Medium,Low,Better,"Meets Expectations",Low
520,36-45,High,Veteran,Moderate,Established,2.25,2.20,0.89,0,0,0,Bachelor,Low,Medium,High,Better,"Meets Expectations",Low
522,46-55,"Very High","Early Tenure","Very Close",New,1.75,2.00,1.21,0,0,0,College,Low,Low,High,Good,"Meets Expectations",Low
564,26-35,High,Established,"Very Close",Established,2.75,2.60,0.74,0,0,0,Master,Medium,High,High,Better,"Meets Expectations",None
575,46-55,"Very High","Early Tenure","Very Close",New,2.00,2.20,1.11,0,0,0,Bachelor,Low,High,High,Bad,"Meets Expectations",None
1242,36-45,High,"New Hire",Far,New,2.00,2.20,0.82,1,0,0,Doctor,Low,Low,High,Better,"Meets Expectations",None
727,26-35,High,Established,"Very Close",Established,3.50,3.40,0.70,0,0,0,College,High,"Very High","Very High",Better,"Meets Expectations",None
612,26-35,"Very High",Established,"Very Close",Developing,2.50,2.80,1.01,0,0,0,Doctor,Low,High,High,Better,"Meets Expectations",Low
1250,46-55,"Very High",Established,"Very Close",Established,3.00,3.00,1.11,0,0,0,Bachelor,"Very High","Very High",Low,Better,"Meets Expectations",None
1255,36-45,"Very High",Established,"Very Close",Established,3.00,2.60,1.23,0,0,0,Bachelor,High,"Very High",Medium,Better,"Meets Expectations",Low
638,46-55,"Very High",Veteran,Moderate,Established,3.25,3.00,1.22,0,0,0,Master,"Very High",High,High,Better,"Meets Expectations",Low
661,36-45,"Very High","New Hire",Close,New,2.75,2.60,1.04,0,0,0,Master,Medium,"Very High",High,Good,"Meets Expectations",Low
1263,46-55,"Very High","New Hire","Very Close",New,3.75,3.40,1.14,0,0,0,Bachelor,"Very High","Very High",High,Best,"Meets Expectations",None
1443,46-55,"Very High","Long Tenure","Very Close",Established,2.50,2.60,1.07,0,0,0,Master,Low,High,Medium,Best,"Meets Expectations",Medium
1468,36-45,High,Established,Close,Established,3.00,2.80,0.86,0,0,0,"Below College","Very High",Medium,High,Better,"Meets Expectations",Low
1472,46-55,"Very High",Established,"Very Close",Established,2.50,2.80,1.04,0,0,0,Bachelor,"Very High",Medium,Medium,Good,"Meets Expectations",None
1485,26-35,"Very High","Long Tenure",Moderate,Established,2.25,2.40,1.06,0,0,0,Bachelor,Medium,Low,"Very High",Good,"Meets Expectations",Medium
950,36-45,High,"Long Tenure","Very Close",Long-Term,2.50,2.60,0.85,0,0,0,Bachelor,"Very High",Low,Medium,Better,"Meets Expectations",Low
1015,26-35,High,Established,Close,Established,2.00,2.40,0.71,1,0,0,College,Medium,Low,High,Good,"Meets Expectations",High
1035,36-45,"Very High",Veteran,Close,Established,2.50,2.20,1.25,0,0,0,"Below College",Medium,High,Medium,Better,Excellent,Medium
1523,36-45,"Very High","Long Tenure",Far,Long-Term,3.00,3.00,1.02,0,0,0,Bachelor,"Very High",Low,High,Best,"Meets Expectations",Low
1539,46-55,High,Veteran,Far,Established,3.50,3.00,0.90,0,0,0,Doctor,High,"Very High","Very High",Better,"Meets Expectations",None
999,36-45,"Very High","Long Tenure",Close,Long-Term,2.50,2.60,1.21,0,0,0,Bachelor,Low,High,Medium,Best,"Meets Expectations",Low
1608,36-45,"Very High",Veteran,Close,Established,3.00,3.00,1.19,0,0,0,Bachelor,Medium,"Very High","Very High",Good,"Meets Expectations",Low
5,26-35,Low,Established,"Very Close",New,3.25,3.20,0.90,0,0,0,Master,"Very High",High,High,Better,"Meets Expectations",None
16,26-35,Low,"Early Tenure",Far,Developing,2.50,2.60,0.90,0,0,0,"Below College",Low,High,"Very High",Good,"Meets Expectations",Low
21,26-35,Medium,Established,"Very Close",Developing,2.25,2.60,1.02,1,0,0,College,Low,Medium,"Very High",Good,"Meets Expectations",Medium
24,36-45,Medium,"Early Tenure","Very Close",New,3.50,3.40,1.22,0,0,0,Bachelor,"Very High","Very High",High,Better,"Meets Expectations",None
1438,46-55,Medium,Established,"Very Close",New,2.50,2.60,1.06,0,0,0,Bachelor,Low,"Very High",High,Good,"Meets Expectations",Low
30,18-25,Low,"New Hire",Moderate,New,3.50,3.40,0.38,0,0,0,College,High,"Very High","Very High",Better,"Meets Expectations",None
31,26-35,Low,"Early Tenure",Close,Developing,2.25,2.40,0.91,1,0,1,"Below College",Medium,Low,High,Better,"Meets Expectations",None
33,26-35,Medium,Established,Moderate,Established,2.00,1.80,1.21,1,1,1,"Below College",Medium,Low,Medium,Better,Excellent,None
680,26-35,Low,"New Hire","Very Close",New,3.00,3.00,0.64,0,0,0,Bachelor,High,High,High,Better,Excellent,Low
45,18-25,Low,"New Hire","Very Close",New,2.25,2.40,0.71,1,0,1,Bachelor,Medium,"Very High",Low,Good,"Meets Expectations",Low
46,36-45,Low,"Early Tenure","Very Close",Developing,3.25,3.40,0.82,0,0,0,College,"Very High",High,"Very High",Good,"Meets Expectations",Medium
1433,26-35,Low,"New Hire",Close,New,2.50,2.40,0.39,1,0,1,Bachelor,Low,Medium,High,Best,"Meets Expectations",None
51,36-45,Medium,"New Hire","Very Close",New,2.75,2.60,1.06,1,0,0,Master,Medium,Low,"Very High",Best,"Meets Expectations",Low
683,26-35,Low,Established,"Very Close",Established,3.00,3.00,0.83,0,1,0,Doctor,Medium,"Very High","Very High",Good,"Meets Expectations",Low
1265,26-35,Low,"New Hire",Moderate,New,3.00,3.20,0.80,0,0,0,Bachelor,High,High,"Very High",Good,"Meets Expectations",None
61,36-45,Medium,"New Hire",Moderate,New,2.00,2.20,0.93,0,0,0,College,Medium,Medium,Low,Better,Excellent,None
691,26-35,Medium,"Long Tenure",Close,Established,2.75,2.40,2.05,0,1,0,Master,Medium,"Very High",Medium,Better,"Meets Expectations",None
700,26-35,Low,"Early Tenure","Very Close",New,3.00,2.80,0.63,0,0,0,Master,Low,"Very High","Very High",Better,"Meets Expectations",None
86,36-45,High,"New Hire",Close,New,2.25,2.40,3.00,0,0,0,Bachelor,Medium,Low,High,Better,"Meets Expectations",Low
88,26-35,Low,"Early Tenure","Very Close",New,2.25,2.40,0.68,0,0,0,Bachelor,Medium,Low,"Very High",Good,"Meets Expectations",Low
90,36-45,Medium,"New Hire",Close,New,2.50,2.40,1.05,1,0,1,Bachelor,"Very High",High,Low,Good,"Meets Expectations",Low
701,18-25,Low,"New Hire",Close,New,3.50,3.40,0.31,1,0,1,"Below College","Very High",High,"Very High",Better,"Meets Expectations",None
1350,26-35,Medium,Established,"Very Close",New,2.75,2.80,1.31,0,0,0,Master,High,High,Medium,Better,"Meets Expectations",None
1081,46-55,Low,Established,"Very Close",Established,2.75,2.80,0.76,1,0,1,Master,Low,High,High,Best,"Meets Expectations",High
1080,46-55,Medium,"Long Tenure",Close,Established,2.25,2.20,1.42,0,0,0,Master,"Very High",Low,Low,Better,Excellent,High
501,36-45,Low,"New Hire","Very Close",New,3.00,3.00,0.78,0,0,0,Bachelor,"Very High",High,Medium,Better,"Meets Expectations",Low
675,18-25,Low,"New Hire",Close,New,2.75,2.80,0.86,0,0,0,"Below College",Low,High,"Very High",Better,Excellent,None
565,26-35,Low,"New Hire",Far,New,2.75,2.60,0.79,1,0,1,Doctor,High,Medium,Medium,Best,"Meets Expectations",None
679,26-35,Medium,Established,Close,Developing,2.75,2.80,1.95,0,0,0,Master,Low,"Very High","Very High",Good,"Meets Expectations",Low
1097,26-35,Medium,Established,Close,Established,3.50,3.40,1.13,0,0,0,Bachelor,High,High,"Very High",Best,"Meets Expectations",None
1441,56+,Low,"Early Tenure","Very Close",New,2.50,2.60,0.64,0,0,0,College,Low,Low,"Very High",Best,Excellent,Low
1248,18-25,Low,"New Hire",Close,New,2.25,2.20,0.57,1,0,1,Bachelor,Low,Medium,Medium,Best,Excellent,None
1006,36-45,Low,"New Hire",Close,New,2.50,2.60,0.83,0,0,0,"Below College",High,High,Medium,Good,"Meets Expectations",Low
1448,36-45,Low,"Early Tenure","Very Close",Developing,2.00,2.40,0.66,0,0,0,Doctor,Medium,High,Low,Good,"Meets Expectations",None
1225,36-45,Medium,"Long Tenure",Far,Long-Term,3.25,3.20,1.40,0,1,0,Master,"Very High","Very High",Medium,Better,Excellent,None
495,26-35,Low,"Early Tenure",Far,New,3.75,3.60,0.68,0,0,0,Bachelor,"Very High","Very High","Very High",Better,"Meets Expectations",None
964,36-45,Medium,"New Hire",Close,New,3.25,3.20,1.12,0,0,0,Master,"Very High",Medium,"Very High",Better,"Meets Expectations",Low
1101,26-35,Medium,"Long Tenure",Far,Established,2.25,2.20,1.39,1,0,1,Master,Low,High,Medium,Better,Excellent,None
1405,26-35,Low,Established,Moderate,Established,3.50,3.40,0.74,1,1,1,Master,"Very High",High,"Very High",Better,"Meets Expectations",None
560,26-35,Low,"Early Tenure",Far,New,2.00,2.20,0.89,0,0,0,Bachelor,Low,"Very High",Medium,Bad,Excellent,Medium
1016,18-25,Low,"New Hire",Moderate,New,2.25,2.20,0.80,1,0,1,Bachelor,"Very High",Low,Low,Better,"Meets Expectations",None
1249,26-35,Medium,"Early Tenure","Very Close",New,2.25,2.40,1.16,0,0,0,Bachelor,Low,"Very High",Low,Better,"Meets Expectations",High
1474,36-45,Low,"Early Tenure","Very Close",New,3.25,3.20,0.72,0,0,0,Bachelor,High,High,High,Best,"Meets Expectations",Low
1475,36-45,Medium,"Early Tenure",Moderate,Developing,2.75,2.80,1.06,0,0,0,Bachelor,"Very High",Medium,High,Good,"Meets Expectations",None
1004,26-35,Low,"Early Tenure",Far,New,2.25,2.40,0.66,1,0,1,Bachelor,Low,High,Medium,Better,"Meets Expectations",None
1482,26-35,Low,"New Hire",Close,New,2.50,2.60,0.39,0,0,0,Bachelor,High,High,Medium,Good,"Meets Expectations",Medium
1483,56+,Medium,"Long Tenure","Very Close",Established,2.00,2.40,1.51,0,0,0,College,Medium,High,Low,Good,Excellent,Low
1394,36-45,Low,Established,"Very Close",Developing,3.25,3.20,0.92,0,0,0,"Below College",High,High,"Very High",Better,"Meets Expectations",None
493,26-35,Low,"New Hire",Close,New,3.00,2.80,0.82,0,0,0,Master,High,Medium,"Very High",Better,"Meets Expectations",None
1308,56+,Low,"New Hire",Far,New,2.75,2.80,0.73,0,0,0,Master,Low,High,"Very High",Better,"Meets Expectations",Medium
949,36-45,Medium,Established,Close,New,3.00,3.00,1.44,0,0,0,Master,Medium,"Very High",High,Better,"Meets Expectations",None
547,36-45,Medium,"Early Tenure",Far,New,2.25,2.40,1.41,0,0,0,College,Low,High,Medium,Better,"Meets Expectations",Low
544,36-45,Low,"New Hire",Close,New,2.75,2.80,0.82,0,0,0,College,Low,"Very High","Very High",Good,Excellent,Medium
1506,26-35,Low,"New Hire","Very Close",New,2.25,2.20,0.48,0,0,0,Bachelor,Low,High,"Very High",Bad,"Meets Expectations",Low
1108,26-35,Low,"New Hire",Far,New,2.00,2.00,0.71,1,0,1,Bachelor,Low,Medium,Medium,Better,Excellent,None
1053,26-35,Low,"Early Tenure","Very Close",New,1.75,2.00,0.63,1,0,1,Bachelor,Low,Low,Medium,Better,"Meets Expectations",Low
1301,26-35,Low,"Early Tenure","Very Close",New,2.25,2.40,0.64,0,0,0,Bachelor,"Very High",Low,Medium,Good,"Meets Expectations",None
1407,26-35,Medium,"Early Tenure","Very Close",New,3.00,2.80,1.20,0,0,0,"Below College",Low,"Very High","Very High",Better,"Meets Expectations",None
474,36-45,Medium,Established,Close,Established,2.00,2.40,1.84,0,1,0,Bachelor,High,Low,Low,Better,"Meets Expectations",Medium
1522,26-35,Low,Established,"Very Close",Established,1.50,1.60,0.73,1,0,1,Master,Low,Low,High,Bad,"Meets Expectations",None
1244,26-35,Low,Established,Moderate,Established,2.00,2.20,0.69,1,1,0,Bachelor,Low,Low,"Very High",Good,"Meets Expectations",Medium
465,18-25,Low,"Early Tenure",Far,New,3.00,3.00,0.90,0,0,0,"Below College",High,"Very High",High,Good,"Meets Expectations",Medium
1068,26-35,Low,"Early Tenure","Very Close",Developing,2.50,2.40,0.62,0,0,0,"Below College",Low,High,High,Better,"Meets Expectations",Medium
945,46-55,Low,"New Hire",Moderate,New,2.50,2.60,0.70,0,0,0,Master,"Very High",High,Low,Good,"Meets Expectations",Medium
1537,26-35,Medium,Established,"Very Close",Established,2.25,2.40,1.26,1,1,1,Bachelor,"Very High",High,Low,Bad,"Meets Expectations",None
1238,26-35,Low,"Long Tenure",Close,Established,2.50,2.60,0.86,0,0,0,Bachelor,Low,"Very High",Medium,Better,"Meets Expectations",Low
1543,36-45,Medium,Established,Moderate,Established,2.25,2.40,1.32,0,0,0,Bachelor,Low,"Very High",Low,Better,"Meets Expectations",None
452,36-45,Medium,Established,Close,Established,3.00,3.00,1.14,0,1,0,Master,"Very High","Very High",Low,Better,"Meets Expectations",Medium
1546,36-45,Low,"Early Tenure",Far,Developing,3.75,3.60,0.66,0,0,0,Bachelor,"Very High","Very High","Very High",Better,Excellent,Low
939,26-35,Low,"Early Tenure","Very Close",New,2.25,2.20,0.86,0,0,0,Master,High,Low,Medium,Better,"Meets Expectations",None
1115,26-35,Low,"New Hire","Very Close",New,3.50,3.20,0.92,0,0,0,Master,High,"Very High","Very High",Better,"Meets Expectations",High
450,46-55,Medium,"Early Tenure",Moderate,Developing,3.25,3.20,1.50,0,0,0,Master,"Very High",High,"Very High",Good,"Meets Expectations",None
441,26-35,Medium,Established,Far,Established,3.75,3.60,1.78,0,0,0,College,"Very High","Very High","Very High",Better,"Meets Expectations",Medium
933,26-35,Low,"New Hire","Very Close",New,2.75,2.80,0.72,0,0,0,Bachelor,Medium,High,High,Better,"Meets Expectations",None
1555,26-35,Medium,Established,"Very Close",Developing,2.50,2.40,1.81,0,0,0,College,"Very High",Medium,Low,Better,"Meets Expectations",Low
1558,26-35,Low,"New Hire",Close,New,2.25,2.60,0.76,0,0,0,Bachelor,High,High,Low,Good,"Meets Expectations",Medium
930,26-35,Low,"New Hire",Close,New,2.75,2.80,0.73,0,0,0,Bachelor,High,High,Medium,Better,"Meets Expectations",Low
440,26-35,Medium,"Early Tenure","Very Close",New,2.75,2.40,1.07,1,0,1,Master,Low,"Very High","Very High",Good,"Meets Expectations",None
439,26-35,Medium,Established,"Very Close",Established,2.50,2.80,1.56,0,0,0,Master,Low,"Very High",High,Good,"Meets Expectations",None
1574,26-35,Medium,Established,"Very Close",New,2.25,2.40,1.26,0,0,0,Master,"Very High",Low,Medium,Good,"Meets Expectations",Low
1576,46-55,Low,Established,Moderate,Established,2.50,2.60,0.73,0,1,0,Master,High,Low,"Very High",Good,"Meets Expectations",Low
1577,26-35,Low,"New Hire",Close,New,2.25,2.40,0.92,0,0,0,Master,Low,"Very High",High,Bad,"Meets Expectations",None
804,26-35,Medium,Established,"Very Close",Developing,2.50,2.40,1.35,0,0,0,Master,High,Low,High,Better,"Meets Expectations",None
1580,26-35,Medium,"New Hire","Very Close",New,2.50,2.60,1.69,0,0,0,Master,Medium,"Very High",Medium,Good,"Meets Expectations",Low
1581,26-35,Low,"New Hire","Very Close",New,2.25,2.40,0.64,0,0,0,Bachelor,Low,"Very High",Low,Better,Excellent,None
1120,26-35,Low,Established,Far,Established,2.75,2.80,0.78,0,0,0,Master,High,"Very High",Low,Better,Excellent,Low
434,26-35,Low,"Early Tenure","Very Close",New,2.25,2.40,0.76,0,0,0,Bachelor,High,Medium,Medium,Good,"Meets Expectations",None
433,46-55,Medium,Established,Close,Established,2.00,2.00,1.53,1,1,1,Master,High,Medium,Low,Good,"Meets Expectations",None
1592,18-25,Low,"New Hire",Close,New,3.50,3.60,0.64,0,0,0,Bachelor,"Very High",High,"Very High",Better,"Meets Expectations",Low
426,26-35,Low,"New Hire","Very Close",New,2.50,2.60,0.83,0,0,0,Master,High,"Very High",Medium,Bad,"Meets Expectations",Low
423,26-35,Medium,"Early Tenure","Very Close",Developing,3.25,3.20,1.49,0,0,0,Master,High,"Very High",High,Better,"Meets Expectations",Low
802,36-45,Low,"Early Tenure",Close,Developing,2.25,2.40,0.86,0,0,0,"Below College","Very High",Low,Medium,Good,"Meets Expectations",Medium
923,18-25,Low,"New Hire",Moderate,New,2.75,2.80,0.83,1,0,1,"Below College","Very High","Very High",Low,Good,"Meets Expectations",None
1340,36-45,Medium,"Early Tenure",Moderate,New,2.75,2.80,1.09,0,0,0,College,High,High,Medium,Better,"Meets Expectations",Low
403,36-45,Low,"Early Tenure",Close,New,2.75,2.80,0.72,0,0,0,Bachelor,Medium,"Very High",High,Good,"Meets Expectations",High
1071,56+,Low,"Early Tenure",Close,Developing,2.25,2.40,0.91,0,0,0,Bachelor,Low,High,Medium,Better,"Meets Expectations",Low
1605,18-25,Low,"Early Tenure",Far,Developing,2.25,2.20,0.87,0,0,0,College,Medium,High,Medium,Good,"Meets Expectations",None
1607,26-35,Medium,"Early Tenure","Very Close",New,3.25,3.40,1.02,0,0,0,Master,Medium,"Very High","Very High",Better,"Meets Expectations",Medium
1310,36-45,Medium,"Early Tenure",Far,Developing,2.00,2.20,1.20,1,0,1,Bachelor,High,Low,Low,Better,"Meets Expectations",None
1609,26-35,Low,Established,Close,New,2.00,2.00,0.66,0,0,0,Bachelor,Medium,Medium,Medium,Good,"Meets Expectations",Low
529,36-45,Medium,"Long Tenure",Far,Established,2.25,2.40,1.37,0,1,0,Doctor,Medium,High,Low,Better,"Meets Expectations",Medium
797,26-35,Medium,"Early Tenure","Very Close",Developing,3.00,3.20,1.01,0,0,0,Master,Medium,"Very High",High,Better,"Meets Expectations",None
1085,36-45,Medium,Established,Close,Established,2.75,3.00,1.04,0,0,0,College,Medium,High,High,Better,"Meets Expectations",None
1131,18-25,Low,"New Hire","Very Close",New,3.25,3.00,0.64,0,0,0,"Below College","Very High",Medium,High,Best,"Meets Expectations",None
397,36-45,Medium,Established,"Very Close",Established,3.00,3.00,1.38,0,1,0,Bachelor,High,Medium,"Very High",Better,"Meets Expectations",None
1621,26-35,Medium,"Long Tenure",Moderate,Established,2.50,2.80,1.61,0,0,0,Doctor,Medium,Low,"Very High",Better,"Meets Expectations",None
395,26-35,Medium,"Early Tenure",Close,New,3.75,3.60,1.02,0,0,0,College,"Very High","Very High","Very High",Better,Excellent,None
1623,18-25,Medium,"New Hire","Very Close",New,3.25,3.20,0.96,0,0,0,"Below College",High,"Very High",High,Better,"Meets Expectations",None
391,36-45,Low,"Long Tenure","Very Close",Established,3.25,3.20,0.65,0,1,0,Bachelor,"Very High","Very High",Medium,Better,"Meets Expectations",None
1292,36-45,Low,"New Hire",Close,New,2.75,3.00,0.73,1,0,0,Master,Medium,Medium,"Very High",Better,"Meets Expectations",None
791,46-55,Medium,"Early Tenure",Moderate,New,3.00,3.00,1.31,0,0,0,Master,"Very High","Very High",Low,Better,"Meets Expectations",Low
1291,26-35,Medium,"Early Tenure",Close,New,3.25,3.20,1.08,0,0,0,"Below College",High,High,"Very High",Better,"Meets Expectations",None
379,18-25,Medium,"Early Tenure","Very Close",New,3.00,2.80,1.00,0,0,0,College,"Very High",High,Low,Best,"Meets Expectations",None
377,26-35,Low,"Early Tenure",Close,Developing,3.50,3.40,0.64,0,0,0,Bachelor,"Very High","Very High","Very High",Good,Excellent,Low
353,46-55,Low,"New Hire","Very Close",New,2.75,2.80,0.84,0,0,0,Bachelor,High,"Very High",Medium,Good,"Meets Expectations",None
784,18-25,Medium,"New Hire",Close,New,2.75,3.00,1.08,0,0,0,"Below College",Low,High,"Very High",Better,"Meets Expectations",None
1640,36-45,Medium,Established,Close,Established,1.50,1.80,1.21,0,1,0,Bachelor,Medium,Medium,Low,Bad,"Meets Expectations",Low
347,36-45,Medium,"Early Tenure",Moderate,New,2.75,3.00,2.02,0,0,0,College,"Very High",Low,High,Better,"Meets Expectations",None
346,26-35,Low,Established,Moderate,Developing,2.75,2.80,0.72,0,0,0,Bachelor,High,"Very High",Low,Better,"Meets Expectations",None
1646,18-25,Medium,Established,"Very Close",Developing,2.75,2.80,1.16,0,0,0,"Below College",Low,"Very High",High,Better,"Meets Expectations",None
1647,26-35,Medium,"Early Tenure",Close,New,2.25,2.60,1.09,0,0,0,Bachelor,Medium,High,Low,Better,"Meets Expectations",None
1648,26-35,Low,"Early Tenure","Very Close",New,3.25,3.20,0.80,0,0,0,Bachelor,"Very High","Very High",High,Good,"Meets Expectations",None
913,36-45,Low,Established,Close,New,2.50,2.60,0.79,1,1,0,College,Medium,Low,"Very High",Better,"Meets Expectations",None
340,36-45,Medium,"Early Tenure","Very Close",New,1.75,1.80,1.21,0,0,0,College,High,Low,Low,Good,"Meets Expectations",Low
338,26-35,Low,"New Hire","Very Close",New,3.00,2.80,0.90,0,0,0,Master,High,"Very High",High,Good,"Meets Expectations",Low
1235,26-35,Medium,Established,"Very Close",Established,3.50,3.40,1.54,0,0,0,College,"Very High",High,"Very High",Better,"Meets Expectations",None
579,26-35,Low,Established,"Very Close",Established,3.25,3.00,0.85,0,1,0,Master,"Very High",High,High,Better,"Meets Expectations",Low
1658,26-35,Medium,"Long Tenure","Very Close",Established,3.00,3.00,1.68,0,1,0,Bachelor,"Very High",Medium,High,Better,"Meets Expectations",Low
1136,26-35,Medium,"Early Tenure","Very Close",Developing,1.25,1.40,0.99,0,0,0,"Below College",Low,Medium,Low,Bad,"Meets Expectations",None
335,36-45,Medium,Established,Far,Established,2.25,2.40,1.02,0,0,0,College,Low,"Very High",Low,Better,"Meets Expectations",Medium
334,36-45,Medium,"New Hire",Moderate,New,1.75,2.00,0.95,0,0,0,College,High,Low,Low,Good,"Meets Expectations",Medium
315,26-35,Low,"Early Tenure",Moderate,New,3.00,2.80,0.74,1,0,1,"Below College",High,"Very High",High,Good,"Meets Expectations",None
630,46-55,Medium,Established,Close,Established,2.50,2.60,1.72,0,1,0,College,"Very High",Low,Medium,Better,"Meets Expectations",Medium
1668,36-45,Medium,"Long Tenure","Very Close",Established,4.00,3.80,1.46,0,0,0,Bachelor,"Very High","Very High","Very High",Best,"Meets Expectations",Medium
1671,26-35,Medium,Established,"Very Close",Established,2.75,2.80,1.69,0,0,0,Bachelor,"Very High",Medium,High,Good,"Meets Expectations",Medium
780,26-35,Low,Established,"Very Close",Established,3.25,3.20,0.83,1,1,1,Master,"Very High","Very High",High,Good,"Meets Expectations",None
309,56+,Low,"New Hire","Very Close",New,2.75,2.60,0.67,0,0,0,Bachelor,High,"Very High",Low,Better,"Meets Expectations",Low
305,26-35,Low,"Early Tenure","Very Close",New,3.00,2.80,0.81,0,0,0,Master,High,Medium,"Very High",Better,Excellent,None
773,36-45,Medium,"New Hire","Very Close",New,2.50,2.60,0.94,0,0,0,Doctor,"Very High",High,Medium,Bad,"Meets Expectations",Low
1143,26-35,Medium,Established,Close,New,3.00,3.00,1.02,0,0,0,Bachelor,"Very High",Medium,"Very High",Good,"Meets Expectations",Medium
300,26-35,Low,Established,"Very Close",Developing,3.00,3.00,0.64,1,0,1,Bachelor,High,High,"Very High",Good,"Meets Expectations",None
297,26-35,Low,"Early Tenure","Very Close",Developing,2.75,2.80,0.82,1,0,1,Bachelor,"Very High",Low,High,Better,"Meets Expectations",None
1694,46-55,Medium,"Early Tenure",Far,New,2.50,2.40,1.09,0,0,0,Bachelor,Low,Medium,"Very High",Better,"Meets Expectations",Low
1346,36-45,Medium,Established,"Very Close",Established,3.25,3.20,1.44,0,1,0,Bachelor,High,"Very High",High,Better,"Meets Expectations",None
763,36-45,Low,"Early Tenure","Very Close",Developing,3.50,3.20,0.72,0,0,0,"Below College","Very High","Very High","Very High",Good,Excellent,None
1154,26-35,Low,"Early Tenure",Close,New,3.25,3.00,0.83,0,0,0,Bachelor,High,High,"Very High",Better,"Meets Expectations",Low
1701,26-35,Low,Established,Moderate,Established,2.75,2.60,0.90,0,1,0,Bachelor,Medium,"Very High",Medium,Better,"Meets Expectations",None
1180,36-45,Medium,"New Hire",Far,New,3.00,2.80,1.36,0,0,0,College,High,"Very High","Very High",Bad,"Meets Expectations",Low
1704,26-35,Medium,"Early Tenure","Very Close",Developing,3.00,2.80,1.52,0,0,0,Master,Low,"Very High",High,Best,"Meets Expectations",None
1707,18-25,Medium,"Early Tenure",Close,Developing,3.25,3.40,1.36,0,0,0,Bachelor,High,High,"Very High",Better,"Meets Expectations",Low
895,26-35,Low,Established,Moderate,New,3.25,3.20,0.73,0,0,0,Master,"Very High","Very High",Medium,Better,"Meets Expectations",Low
1382,36-45,Low,"Early Tenure",Close,Developing,3.50,3.60,0.81,0,0,0,Bachelor,"Very High",High,"Very High",Better,"Meets Expectations",High
1720,26-35,Medium,"Early Tenure",Close,Developing,1.75,2.00,1.06,0,0,0,Bachelor,Low,High,Low,Good,"Meets Expectations",Low
1012,18-25,Low,"New Hire","Very Close",New,3.25,3.20,0.32,0,0,0,College,Medium,"Very High","Very High",Better,"Meets Expectations",None
284,18-25,Low,"Early Tenure","Very Close",New,2.25,2.60,0.72,0,0,0,Bachelor,"Very High",Medium,Low,Good,"Meets Expectations",Low
752,36-45,Low,"New Hire",Moderate,New,3.25,3.40,0.85,1,0,1,Bachelor,High,High,"Very High",Better,"Meets Expectations",None
1729,26-35,Low,Established,Moderate,Established,2.50,2.60,0.88,0,0,0,"Below College",Medium,"Very High",Medium,Good,"Meets Expectations",Low
995,26-35,Medium,"Early Tenure",Moderate,New,2.50,2.60,1.07,0,0,0,"Below College",Medium,"Very High",Low,Better,"Meets Expectations",None
